"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_FLAT",0.00000000e+00,184889941516557,184889943055197
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_SALU",0.00000000e+00,184889941516557,184889943055197
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_SMEM",0.00000000e+00,184889941516557,184889943055197
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_TEX_LOAD",0.00000000e+00,184889941516557,184889943055197
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_TEX_STORE",0.00000000e+00,184889941516557,184889943055197
16,16,"Agent 2",1,1145806,1145806,4083712,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_VALU",0.00000000e+00,184889941516557,184889943055197
17,17,"Agent 2",1,1145806,1145806,6168576,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_FLAT",0.00000000e+00,184889943180236,184889945125995
17,17,"Agent 2",1,1145806,1145806,6168576,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_SALU",0.00000000e+00,184889943180236,184889945125995
17,17,"Agent 2",1,1145806,1145806,6168576,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_SMEM",0.00000000e+00,184889943180236,184889945125995
17,17,"Agent 2",1,1145806,1145806,6168576,16,"(anonymous namespace)::replay_paged_kv_chunk_softmax_standalone(float*, float*, float*, unsigned int const*, unsigned int const*, unsigned int const*, int const*, int const*, int const*, int const*, int, int, long, long, long, long, long, long, long, long, long, int)",256,0,0,24,0,128,"SQ_INSTS_TEX_LOAD",0.00000000e+00,184889943180236,184889945125995
